TABLE_NAME,COLUMN_NAME,IS_PHI,DE_IDENTIFICATION_RULE,TAG_NAME,MASK_VALUE,REFERENCE_PATIENT_ID,REFERENCE_ENCOUNTER_ID
abncodes,itemId,No,,,,,
abncodes,ABN,No,,,,,
abncodes,CPTCode,No,,,,,
abncodes,CPTItemId,No,,,,,
additionalnotes,Id,No,,,,,
additionalnotes,patientId,Yes,PATIENT_ID,,,,
additionalnotes,LoggedInUid,No,,,,,
additionalnotes,date,Yes,DATE_OFFSET,,,,
additionalnotes,time,No,,,,,
additionalnotes,Message,Yes,NOTES,,,,
additionalnotes,deleteFlag,No,,,,,
additionalnotes,moduleName,No,,,,,
additionalnotes,createdOn,Yes,DATE_OFFSET,,,,
additionalnotes,createdBy,No,,,,,
additionalnotes,subjectData,Yes,NOTES,,,,
additionalnotes,subject,No,,,,,
addressmanager,id,No,,,,,
addressmanager,patientId,Yes,PATIENT_ID,,,,
addressmanager,AddressStatus,No,,,,,
addressmanager,Address_type_id,No,,,,,
addressmanager,addressline1,Yes,MASK,PO_BOX_STREET,PO_BOX_STREET,,
addressmanager,addressline2,Yes,MASK,PO_BOX_STREET,PO_BOX_STREET,,
addressmanager,Effectivedatefrom,Yes,DATE_OFFSET,,,,
addressmanager,Effectivedateto,Yes,DATE_OFFSET,,,,
addressmanager,city,Yes,MASK,CITY,CITY,,
addressmanager,County,No,,,,,
addressmanager,state,No,,,,,
addressmanager,zip,Yes,ZIP_CODE,,,,
addressmanager,Country,No,,,,,
addressmanager,countycode,No,,,,,
addressmanager,deleteflag,No,,,,,
alertdata,Id,No,,,,,
alertdata,patientid,Yes,PATIENT_ID,,,,
alertdata,measureid,No,,,,,
alertdata,measurename,No,,,,,
alertdata,itemid,No,,,,,
alertdata,frequency,No,,,,,
alertdata,lastdone,Yes,DATE_OFFSET,,,,
alertdata,duedate,Yes,DATE_OFFSET,,,,
alertdata,value,No,,,,,
alertdata,controlstatus,No,,,,,
alertdata,registryalert,No,,,,,
alertdata,labreceived,No,,,,,
alertdata,mdate,Yes,DATE_OFFSET,,,,
alertdata,isexternalalert,No,,,,,
alertdata,ismergedtocdssalert,No,,,,,
alertdata,alert_unit_id,No,,,,,
alertdata,alert_unit_name,No,,,,,
allergies,patientID,Yes,PATIENT_ID,,,,
allergies,drug,No,,,,,
allergies,allergy,No,,,,,
allergies,encounterId,Yes,ENCOUNTER_ID,,,,
allergies,itemID,No,,,,,
allergies,displayIndex,No,,,,,
allergies,SMDamConceptID,No,,,,,
allergies,SMDamConceptIDDesc,No,,,,,
allergies,ndc_code,No,,,,,
allergies,allergytype,No,,,,,
allergies,type,No,,,,,
allergies,status,No,,,,,
allergies,criticality,No,,,,,
allergies,onsetdate,Yes,DATE_OFFSET,,,,
allergiesnotfoundlist,id,No,,,,,
allergiesnotfoundlist,encounterId,Yes,ENCOUNTER_ID,,,,
allergiesnotfoundlist,trUserId,No,,,,,
allergiesnotfoundlist,AllergyName,No,,,,,
allergiesnotfoundlist,reaction,No,,,,,
allergiesnotfoundlist,MappedAllergyName,No,,,,,
allergiesnotfoundlist,mTimeStamp,Yes,DATE_OFFSET,,,,
allergiesnotfoundlist,hasMatched,No,,,,,
allergiesnotfoundlist,delflag,No,,,,,
allergiesnotfoundlist,CCRDataObjectID,No,,,,,
allergiesnotfoundlist,refReqId,No,,,,,
allergiesnotfoundlist,allergyType,No,,,,,
allergiesnotfoundlist,mappedAllergyItemId,No,,,,,
allergy_general_setting,ID,No,,,,,
allergy_general_setting,NAME,No,,,,,
allergy_general_setting,VALUE,No,,,,,
allergy_general_setting,DISPLAYNAME,No,,,,,
allergy_general_setting,DELETEFLAG,No,,,,,
allergy_general_setting,CONTROLTYPE,No,,,,,
allergy_general_setting,VALUE2,No,,,,,
anesthesiamapping,Id,No,,,,,
anesthesiamapping,CPTCode,No,,,,,
anesthesiamapping,AnesthesiaCode,No,,,,,
anesthesiamapping,delFlag,No,,,,,
annualnotes,encounterId,Yes,ENCOUNTER_ID,,,,
annualnotes,notes,Yes,NOTES,,,,
annualnotes,type,No,,,,,
annualnotes,notesHTML,Yes,NOTES,,,,
asc_pnsectionmaster,MasterSectionId,No,,,,,
asc_pnsectionmaster,MasterSectionName,No,,,,,
asc_pnsectionmaster,Path,Yes,MASK,CUSTOM_STR,PATH,,
asc_pnsectionmaster,deleteflag,No,,,,,
asc_pnsectionmaster,jsfiles,Yes,MASK,CUSTOM_STR,JSFILES,,
asc_pnsectionmaster,appName,No,,,,,
asc_vitals_images_master,id,No,,,,,
asc_vitals_images_master,imageName,No,,,,,
asc_vitals_images_master,imagePath,No,,,,,
asc_vitals_images_master,vitalTypeId,No,,,,,
asc_vitals_images_master,displayIndex,No,,,,,
asc_vitals_images_master,defaultAbbreviation,No,,,,,
asc_vitals_images_master,modifiedBy,No,,,,,
asc_vitals_images_master,modifiedDatetime,Yes,STATIC_OFFSET,,,,
asc_vitals_images_master,deleteFlag,No,,,,,
assessment_lab_history,Id,No,,,,,
assessment_lab_history,AsmtId,No,,,,,
assessment_lab_history,LabId,No,,,,,
assessment_lab_history,LabItemId,No,,,,,
assessment_lab_history,LabType,No,,,,,
assessment_lab_history,encounterId,Yes,ENCOUNTER_ID,,,,
assessment_lab_history,encDate,Yes,DATE_OFFSET,,,,
assessment_lab_history,patientId,Yes,PATIENT_ID,,,,
assessment_lab_history,doctorId,No,,,,,
assessment_lab_history,facilityId,No,,,,,
assessment_lab_history,visitType,No,,,,,
assessment_lab_history,LastHistoryDate,Yes,DATE_OFFSET,,,,
assessment_lab_history,FavouriteHistoryItem,No,,,,,
assessment_lab_history,delFlag,No,,,,,
assessment_lab_history,icdCode,No,,,,,
assessment_lab_history,icdGroup,No,,,,,
assessment_notes_history,Id,No,,,,,
assessment_notes_history,AsmtId,No,,,,,
assessment_notes_history,encounterId,Yes,ENCOUNTER_ID,,,,
assessment_notes_history,encDate,Yes,DATE_OFFSET,,,,
assessment_notes_history,notes,Yes,NOTES,,,,
assessment_notes_history,patientId,Yes,PATIENT_ID,,,,
assessment_notes_history,doctorId,No,,,,,
assessment_notes_history,facilityId,No,,,,,
assessment_notes_history,visitType,No,,,,,
assessment_notes_history,LastHistoryDate,Yes,DATE_OFFSET,,,,
assessment_notes_history,FavouriteHistoryItem,No,,,,,
assessment_notes_history,delFlag,No,,,,,
assessment_notes_history,icdCode,No,,,,,
assessment_notes_history,icdGroup,No,,,,,
assessment_referral_history,Id,No,,,,,
assessment_referral_history,AsmtId,No,,,,,
assessment_referral_history,speciality,No,,,,,
assessment_referral_history,referralId,No,,,,,
assessment_referral_history,encounterId,Yes,ENCOUNTER_ID,,,,
assessment_referral_history,encDate,Yes,DATE_OFFSET,,,,
assessment_referral_history,patientId,Yes,PATIENT_ID,,,,
assessment_referral_history,doctorId,No,,,,,
assessment_referral_history,facilityId,No,,,,,
assessment_referral_history,visitType,No,,,,,
assessment_referral_history,LastHistoryDate,Yes,DATE_OFFSET,,,,
assessment_referral_history,FavouriteHistoryItem,No,,,,,
assessment_referral_history,delFlag,No,,,,,
assessment_referral_history,icdCode,No,,,,,
assessment_referral_history,icdGroup,No,,,,,
assessment_rx_history,Id,No,,,,,
assessment_rx_history,AsmtId,No,,,,,
assessment_rx_history,OldRxId,No,,,,,
assessment_rx_history,RxItemId,No,,,,,
assessment_rx_history,encounterId,Yes,ENCOUNTER_ID,,,,
assessment_rx_history,patientsFlag,No,,,,,
assessment_rx_history,doctorsFlag,No,,,,,
assessment_rx_history,encDate,Yes,DATE_OFFSET,,,,
assessment_rx_history,patientId,Yes,PATIENT_ID,,,,
assessment_rx_history,doctorId,No,,,,,
assessment_rx_history,facilityId,No,,,,,
assessment_rx_history,visitType,No,,,,,
assessment_rx_history,RxStrengthId,No,,,,,
assessment_rx_history,RxStrengthValue,Yes,NOTES,,,,
assessment_rx_history,RxTakeId,No,,,,,
assessment_rx_history,RxTakeValue,Yes,NOTES,,,,
assessment_rx_history,RxFrequencyId,No,,,,,
assessment_rx_history,RxFrequencyValue,Yes,NOTES,,,,
assessment_rx_history,RxDurationId,No,,,,,
assessment_rx_history,RxDurationValue,Yes,NOTES,,,,
assessment_rx_history,RxDispenseId,No,,,,,
assessment_rx_history,RxDispenseValue,Yes,NOTES,,,,
assessment_rx_history,RxRefillsId,No,,,,,
assessment_rx_history,RxRefillsValue,Yes,NOTES,,,,
assessment_rx_history,RxRouteId,No,,,,,
assessment_rx_history,RxRouteValue,Yes,NOTES,,,,
assessment_rx_history,LastHistoryDate,Yes,DATE_OFFSET,,,,
assessment_rx_history,FavouriteHistoryItem,No,,,,,
assessment_rx_history,delFlag,No,,,,,
assessment_rx_history,icdCode,No,,,,,
assessment_rx_history,icdGroup,No,,,,,
assessment_rx_history,RxFormulationValue,Yes,NOTES,,,,
assessment_rx_history,RxFormulationId,No,,,,,
assessment_rx_history,ndc_code,No,,,,,
assignedpnenc,id,No,,,,,
assignedpnenc,encounterid,Yes,ENCOUNTER_ID,,,,
assignedpnenc,assignedtoid,No,,,,,
assignedpnenc,lockstatus,No,,,,,
assignedpnenc,notes,Yes,NOTES,,,,
assignedpnenc,randomselection,No,,,,,
assignedpnenc,assigntosupprid,No,,,,,
assignedpnenc,cosignnotes,Yes,NOTES,,,,
assignedpnenc,structcosignnotes,Yes,NOTES,,,,
assignedpnenc,cosignnotesquestions,Yes,NOTES,,,,
assignedpnenc,assigntype,No,,,,,
attachedpastorders,Id,No,,,,,
attachedpastorders,ReportId,No,,,,,
attachedpastorders,AttachedToEncId,Yes,ENCOUNTER_ID,,,,
attachedpastorders,deleteFlag,No,,,,,
attachedpastorders,labAttributes,Yes,NOTES,,,,
attachedpastorders,performedDate,Yes,DATE_OFFSET,,,,
automapproblemlisticdtosnomed,id,No,,,,,
automapproblemlisticdtosnomed,patientid,Yes,PATIENT_ID,,,,
automapproblemlisticdtosnomed,asmtid,No,,,,,
automapproblemlisticdtosnomed,plslno,No,,,,,
automapproblemlisticdtosnomed,icdcode,No,,,,,
automapproblemlisticdtosnomed,icddesc,No,,,,,
automapproblemlisticdtosnomed,snomed,No,,,,,
automapproblemlisticdtosnomed,snomeddesc,No,,,,,
automapproblemlisticdtosnomed,timestamp,Yes,DATE_OFFSET,,,,
automapproblemlisticdtosnomed,deleteflag,No,,,,,
billablelab,Id,No,,,,,
billablelab,code,No,,,,,
billablelab,billable,No,,,,,
billablelab,publishportal,No,,,,,
billablelab,approvalrequired,No,,,,,
billablelab,ExcludeFromMU,No,,,,,
billablelab,showOnVaccineRecord,No,,,,,
billablelab,autoreview,No,,,,,
billablelab,loweragelimit,No,,,,,
billablelab,upperagelimit,No,,,,,
billablelab,controlLineValid,No,,,,,
billablelab,IHResultNormalValue,No,,,,,
billablelab,IHResultAbnormalValue,No,,,,,
billablelab,asctype,No,,,,,
billablelab,documentStructuredResults,No,,,,,
billablelab,vascular,No,,,,,
billablelab,exceptionReasonId,No,,,,,
billablelab,exceptionReasonComment,No,,,,,
billablelab,ignoreprocedurevalidations,No,,,,,
billingdata,Id,No,,,,,
billingdata,EncounterId,Yes,ENCOUNTER_ID,,,,
billingdata,itemID,No,,,,,
billingdata,date,Yes,DATE_OFFSET,,,,
billingdata,endDate,Yes,DATE_OFFSET,,,,
billingdata,endData,Yes,DATE_OFFSET,,,,
billingdata,providerId,No,,,,,
billingdata,Notes,Yes,NOTES,,,,
billingdata,displayIndex,No,,,,,
billingdata,deleteFlag,No,,,,,
billingdata,Mod1,No,,,,,
billingdata,Mod2,No,,,,,
billingdata,Mod3,No,,,,,
billingdata,units,No,,,,,
billingdata,codeFlag,No,,,,,
billingdata,Icd1,No,,,,,
billingdata,Icd2,No,,,,,
billingdata,Icd3,No,,,,,
billingdata,Icd4,No,,,,,
billingdata,icdcode1,No,,,,,
billingdata,icdcode2,No,,,,,
billingdata,icdcode3,No,,,,,
billingdata,icdcode4,No,,,,,
billingdata,vitalCpt,No,,,,,
billingdata,Mod4,No,,,,,
billingdata,ToothNumber,No,,,,,
billingdata,Surface,No,,,,,
billingdata,documentedTime,No,,,,,
billingdata,ndccode,No,,,,,
blbs_partcipatinglab,id,No,,,,,
blbs_partcipatinglab,SuperHubLabId,No,,,,,
blbs_partcipatinglab,LabName,No,,,,,
blbs_partcipatinglab,LabCompany,No,,,,,
bodysites,id,No,,,,,
bodysites,bodysitecode,No,,,,,
bodysites,conceptname,No,,,,,
bodysites,bodysitename,No,,,,,
bodysites,preferredalternatecode,No,,,,,
bodysites,codesystemoid,No,,,,,
bodysites,codesystemname,No,,,,,
bodysites,codesystemcode,No,,,,,
bodysites,codesystemversion,No,,,,,
bodysites,hl7table0396code,No,,,,,
bodysites,deleteflag,No,,,,,
case_details,CaseId,No,,,,,
case_details,PatientId,Yes,PATIENT_ID,,,,
case_details,ProviderId,No,,,,,
case_details,GuarantorId,Yes,MASK,CUSTOM_STR,GUARANTORID,,
case_details,AttorneyId,No,,,,,
case_details,CaseManagerId,No,,,,,
case_details,InsuranceId,Yes,MASK,CUSTOM_STR,INSURANCEID,,
case_details,CaseType,No,,,,,
case_details,BillToPatient,No,,,,,
case_details,PreAuth,Yes,NOTES,,,,
case_details,Referral,Yes,NOTES,,,,
case_details,CourtName,Yes,NOTES,,,,
case_details,CourtLocation,No,,,,,
case_details,CourtCase,Yes,MASK,CUSTOM_STR,COURTCASE,,
case_details,CourtDate,Yes,DATE_OFFSET,,,,
case_details,DateOfInjury,Yes,DATE_OFFSET,,,,
case_details,WorkRelated,No,,,,,
case_details,Accident,No,,,,,
case_details,AccidentState,No,,,,,
case_details,AccidentTime,No,,,,,
case_details,AccidentCause,No,,,,,
case_details,MissedWorkFrom,Yes,DATE_OFFSET,,,,
case_details,MissedWorkTo,Yes,DATE_OFFSET,,,,
case_details,HospitalizationFrom,Yes,DATE_OFFSET,,,,
case_details,HospitalizationTo,Yes,DATE_OFFSET,,,,
case_details,city,Yes,MASK,CITY,CITY,,
case_details,county,No,,,,,
case_details,AddressNoStNo,Yes,MASK,PO_BOX_STREET,PO_BOX_STREET,,
case_details,DescAccOccur,No,,,,,
case_details,externalCaseNo,Yes,MASK,CUSTOM_STR,EXTERNALCASENO,,
case_details,empDetailId,No,,,,,
case_details,addressline1,Yes,MASK,PO_BOX_STREET,PO_BOX_STREET,,
case_details,addressline2,Yes,MASK,PO_BOX_STREET,PO_BOX_STREET,,
case_details,zipcode,Yes,ZIP_CODE,,,,
case_management,CaseId,No,,,,,
case_management,CaseName,Yes,NOTES,,,,
case_management,CreatedBy,No,,,,,
case_management,AssignedTo,No,,,,,
case_management,deleteflag,No,,,,,
case_management,Status,No,,,,,
ccm_chroniccodes,id,No,,,,,
ccm_chroniccodes,ICDCode,No,,,,,
ccm_chroniccodes,CodeDesc,No,,,,,
ccm_chroniccodes,modiBy,No,,,,,
ccm_chroniccodes,modiTime,No,,,,,
ccm_chroniccodes,deleteFlag,No,,,,,
ccm_chroniccodes,isAutoMig,No,,,,,
ccm_chronicgroup,id,No,,,,,
ccm_chronicgroup,Groupid,No,,,,,
ccm_chronicgroup,ICDGroupName,No,,,,,
ccm_chronicgroup,GroupDesc,No,,,,,
ccm_chronicgroup,programId,No,,,,,
ccm_chronicgroup,modiBy,No,,,,,
ccm_chronicgroup,modiTime,No,,,,,
ccm_chronicgroup,deleteFlag,No,,,,,
ccm_chronicgroup,isSelected,No,,,,,
ccmr_careplan,ccmrID,No,,,,,
ccmr_careplan,PatientID,Yes,PATIENT_ID,,,,
ccmr_careplan,Discharge_date,Yes,DATE_OFFSET,,,,
ccmr_careplan,CPStat,No,,,,,
ccmr_careplan,LastScreen,No,,,,,
ccmr_careplan,Lock_Ind,No,,,,,
ccmr_careplan,DelStat,No,,,,,
ccmr_careplan,Uname,No,,,,,
ccmr_careplan,Upd_Date,Yes,DATE_OFFSET,,,,
ccmr_careplan,AsmtID,No,,,,,
ccmr_careplan,AsmtValue,No,,,,,
ccmr_careplan,Created_Date,Yes,DATE_OFFSET,,,,
ccmr_careplan,PrimaryProviderId,No,,,,,
ccmr_cpt_claim_codes,id,No,,,,,
ccmr_cpt_claim_codes,programId,No,,,,,
ccmr_cpt_claim_codes,cptCode,No,,,,,
ccmr_cpt_claim_codes,cpt_desc,No,,,,,
ccmr_cpt_claim_codes,thresholds,No,,,,,
ccmr_cpt_claim_codes,MinimumValue,No,,,,,
ccmr_cpt_claim_codes,MaximumValue,No,,,,,
ccmr_cpt_claim_codes,isInActive,No,,,,,
ccmr_cpt_claim_codes,claimOrder,No,,,,,
cdss_codes,Id,No,,,,,
cdss_codes,Name,No,,,,,
cdss_codes,Codes,No,,,,,
cdss_codes,Type,No,,,,,
cdss_codes,description,Yes,NOTES,,,,
cdss_codes,structQuesResp,No,,,,,
cdss_cptcodes,cptcode,No,,,,,
cdss_cptcodes,name,No,,,,,
cdss_lab_propids,ItemId,No,,,,,
cdss_lab_propids,labname,No,,,,,
celldynrangevalues,lowerLimit,No,,,,,
celldynrangevalues,upperLimit,No,,,,,
celldynrangevalues,RBC,No,,,,,
celldynrangevalues,HGB,No,,,,,
celldynrangevalues,HCT,No,,,,,
celldynrangevalues,MCV,No,,,,,
celldynrangevalues,MCH,No,,,,,
celldynrangevalues,MCHC,No,,,,,
celldynrangevalues,WBC,No,,,,,
celldynrangevalues,GRANPERCENT,No,,,,,
celldynrangevalues,LYMPERCENT,No,,,,,
celldynrangevalues,MONOS,No,,,,,
celldynrangevalues,PLT,No,,,,,
celldynrangevalues,SEX,No,,,,,
celldynrangevalues,MID,No,,,,,
celldynrangevalues,MIDPERCENT,No,,,,,
celldynrangevalues,RDW,No,,,,,
celldynrangevalues,LYM,No,,,,,
celldynrangevalues,GRAN,No,,,,,
chronic_drug_class,Id,No,,,,,
chronic_drug_class,ClassID,No,,,,,
chronic_drug_class,descdisplay,No,,,,,
chronic_drug_class,drugdatabase,No,,,,,
claim_smartleftpanelicons,id,No,,,,,
claim_smartleftpanelicons,iconname,No,,,,,
clearinghouseclaimactioncodes,Id,No,,,,,
clearinghouseclaimactioncodes,ClearingHouse,No,,,,,
clearinghouseclaimactioncodes,Code,No,,,,,
clearinghouseclaimactioncodes,Description,No,,,,,
clearinghouseclaimactioncodes,deleteFlag,No,,,,,
clearinghouseclaimactioncodes,CSCODE,No,,,,,
clia_cpt_list,Id,No,,,,,
clia_cpt_list,HCPCS,No,,,,,
clia_cpt_list,MOD,No,,,,,
clia_cpt_list,DESCRIPTION,No,,,,,
clia_cpt_list,LABORATORY_CODECERTIFICATION_LC,No,,,,,
clinicianallergies,customname,No,,,,,
clinicianallergies,itemname,No,,,,,
clinicianallergies,id,No,,,,,
clinicianallergies,viewType,No,,,,,
clinicianallergies,deleteFlag,No,,,,,
clinicianallergies,synonymId,No,,,,,
clinicianallergies,drugnameid,No,,,,,
clinicianallergies,drugGUID,No,,,,,
clinitekstrips,name,No,,,,,
clinitekstrips,field,No,,,,,
coc,id,No,,,,,
coc,name,No,,,,,
coc,createdby,No,,,,,
coc,createdon,Yes,DATE_OFFSET,,,,
coc,patientid,Yes,PATIENT_ID,,,,
coc,description,Yes,NOTES,,,,
coc,primarycontactid,No,,,,,
coc,delflag,No,,,,,
coc,isccmrcontact,No,,,,,
coc,hascaremanager,No,,,,,
coc,ccmrdispname,No,,,,,
coc,ccmrprogid,No,,,,,
coc,activeflag,No,,,,,
communityelements,id,No,,,,,
communityelements,itemname,No,,,,,
communityelements,CommunityId,No,,,,,
communityelements,sortoverride,No,,,,,
communityelements,itemType,No,,,,,
contacts,contactId,No,,,,,
contacts,pid,Yes,PATIENT_ID,,,,
contacts,name,Yes,MASK,PATIENT_NAME,PATIENT_NAME,,
contacts,relation,No,,,,,
contacts,address,Yes,MASK,PO_BOX_STREET,PO_BOX_STREET,,
contacts,address2,Yes,MASK,PO_BOX_STREET,PO_BOX_STREET,,
contacts,city,Yes,MASK,CITY,CITY,,
contacts,state,No,,,,,
contacts,zipcode,Yes,ZIP_CODE,,,,
contacts,homePhone,Yes,MASK,PHONE_NUMBER,PHONE_NUMBER,,
contacts,workPhone,Yes,MASK,PHONE_NUMBER,PHONE_NUMBER,,
contacts,vmid,Yes,MASK,CUSTOM_STR,VMID,,
contacts,delflag,No,,,,,
contacts,Lname,Yes,MASK,PATIENT_NAME,PATIENT_NAME,,
contacts,Fname,Yes,MASK,PATIENT_NAME,PATIENT_NAME,,
contacts,MI,Yes,MASK,CUSTOM_STR,MI,,
contacts,Guardian,No,,,,,
contacts,RelatedPtId,Yes,MASK,CUSTOM_STR,RELATEDPTID,,
contacts,HExt,No,,,,,
contacts,WExt,No,,,,,
contacts,Type1,No,,,,,
contacts,Type2,No,,,,,
contacts,Fax,Yes,MASK,CUSTOM_STR,FAX,,
contacts,Email,Yes,MASK,CUSTOM_STR,EMAIL,,
contacts,Notes,Yes,NOTES,,,,
contacts,Hippa,No,,,,,
contacts,displayorder,No,,,,,
contacts,maidenname,Yes,MASK,PATIENT_NAME,PATIENT_NAME,,
contacts,CountryCode,No,,,,,
contacts,CellPhone,Yes,MASK,PHONE_NUMBER,PHONE_NUMBER,,
contacts,isFamilyMember,No,,,,,
contacts,ECOrder,No,,,,,
contacts,isEmergencyContact,No,,,,,
contacts,preferredPhone,No,,,,,
copyencountermapping,id,No,,,,,
copyencountermapping,encounterid,Yes,ENCOUNTER_ID,,,,
copyencountermapping,newencounterid,Yes,ENCOUNTER_ID,,,,
cosignpredefinequestion2,id,No,,,,,
cosignpredefinequestion2,question,No,,,,,
cosignpredefinequestion2,answer,No,,,,,
countrycodes,id,No,,,,,
countrycodes,name,No,,,,,
countrycodes,code,No,,,,,
countrycodes,dialInCode,No,,,,,
county,id,No,,,,,
county,stateabbr,No,,,,,
county,statecode,No,,,,,
county,countycode,No,,,,,
county,countyname,No,,,,,
county,deleteflag,No,,,,,
cpc_ethnicity_lookup,id,No,,,,,
cpc_ethnicity_lookup,code,No,,,,,
cpc_ethnicity_lookup,flag,No,,,,,
cpc_measure_config,Id,No,,,,,
cpc_measure_config,Measure_Id,No,,,,,
cpc_measure_config,Num_Desc,No,,,,,
cpc_measure_config,Den_Desc,No,,,,,
cpc_measure_config,Excl_Desc,No,,,,,
cpc_measure_config,Inactive_Flg,No,,,,,
cpc_measure_config,Publish_Flg,No,,,,,
cpc_measure_config,Num_Key,No,,,,,
cpc_measure_config,Den_Key,No,,,,,
cpc_measure_config,Excl_Key,No,,,,,
cpc_measure_config,Starttime,Yes,STATIC_OFFSET,,,,
cpc_measure_config,Endtime,Yes,STATIC_OFFSET,,,,
cpc_measure_config,MeasureLevel,No,,,,,
cpc_measure_config,Exception_Desc,No,,,,,
cpc_measure_config,threshold,No,,,,,
cpc_measure_config,Num_Exclusion,No,,,,,
cpc_measure_config,IPP_Desc,No,,,,,
cpc_measure_config,Version,No,,,,,
cpc_measure_config,optionid,No,,,,,
cpc_measure_config,ecwstructid,No,,,,,
cpo_cpt_exclude,id,No,,,,,
cpo_cpt_exclude,cptCode,No,,,,,
cpo_cpt_exclude,deleteFlag,No,,,,,
cpo_cpt_exclude,modiBy,No,,,,,
cpo_cpt_exclude,modiTime,Yes,STATIC_OFFSET,,,,
cpt_cvx,Id,No,,,,,
cpt_cvx,Status,No,,,,,
cpt_cvx,CPT,No,,,,,
cpt_cvx,CPTDesc,No,,,,,
cpt_cvx,CVX,No,,,,,
cpt_cvx,CVXVaccineName,No,,,,,
cpt_validcodes,Id,No,,,,,
cpt_validcodes,Code,No,,,,,
cpt_validcodes,Description,No,,,,,
cpt_validcodes,Type,No,,,,,
cpt_validcodes,Year,No,,,,,
cptcode_base,id,No,,,,,
cptcode_base,cptcode,No,,,,,
cptcode_base,shortdesc,No,,,,,
cptcode_base,longdesc,No,,,,,
cptcode_base,fulldesc,No,,,,,
cptcode_base,nonfacility_total_rvu,Yes,MASK,CUSTOM_STR,NONFACILITY_TOTAL_RVU,,
cptcode_base,facility_total_rvu,Yes,MASK,CUSTOM_STR,FACILITY_TOTAL_RVU,,
cptcode_base,status,No,,,,,
cptcode_base,resequenced,No,,,,,
cptcode_base,sequenceorder,No,,,,,
cptcode_base,year,No,,,,,
cptcode_base,deleteflag,No,,,,,
cptcodes,ID,No,,,,,
cptcodes,Code,No,,,,,
cptcodes,Name,No,,,,,
cptcvx_cdc,VaccineName,No,,,,,
cptcvx_cdc,CPT,No,,,,,
cptcvx_cdc,CVX,No,,,,,
cptcvx_cdc,cvx_name,No,,,,,
cptcvx_cdc,CPTCodeStatus,No,,,,,
cptcvx_cdc,VaccineStatus,No,,,,,
cptcvx_cdc,inactive,No,,,,,
cpthcpcschanges,id,No,,,,,
cpthcpcschanges,CODE,No,,,,,
cpthcpcschanges,change_type,No,,,,,
cpthcpcschanges,original_startdt,Yes,STATIC_OFFSET,,,,
cpthcpcschanges,version_enddt,Yes,STATIC_OFFSET,,,,
cpthcpcschanges,revised_startdt,Yes,STATIC_OFFSET,,,,
cpthcpcschanges,terminationdt,Yes,STATIC_OFFSET,,,,
cpthcpcschanges,status_indicator,No,,,,,
cpthcpcschanges,replacement_code_crosswalk,No,,,,,
cpthcpcschanges,old_fulldesc,No,,,,,
cpthcpcschanges,new_fulldesc,No,,,,,
cpthcpcschanges,releasedt,Yes,STATIC_OFFSET,,,,
cpthcpcschanges,datatype,No,,,,,
cpthcpcschanges,YEAR,No,,,,,
cpthcpcschanges,deleteflag,No,,,,,
cpthcpcsmodifiers_crosswalk,id,No,,,,,
cpthcpcsmodifiers_crosswalk,CODE,No,,,,,
cpthcpcsmodifiers_crosswalk,modifiercode,No,,,,,
cpthcpcsmodifiers_crosswalk,description,No,,,,,
cpthcpcsmodifiers_crosswalk,TYPE,No,,,,,
cpthcpcsmodifiers_crosswalk,YEAR,No,,,,,
cpthcpcsmodifiers_crosswalk,deleteflag,No,,,,,
cpticdcodes,CPTCode,No,,,,,
cpticdcodes,ICDCode,No,,,,,
cqm_lookup,Id,No,,,,,
cqm_lookup,ValuesetId,No,,,,,
cqm_lookup,Valueset,No,,,,,
cqm_lookup,Codes,No,,,,,
cqm_lookup,CodeSystem,No,,,,,
cqm_lookup,Notes,Yes,NOTES,,,,
cqm_lookup,VERSION,No,,,,,
cqm_lookup,keyId,No,,,,,
cqm_measure_trees,id,No,,,,,
cqm_measure_trees,jsontree,No,,,,,
cqm_measure_trees,formula,No,,,,,
cqm_measure_trees,treename,No,,,,,
cqm_measure_trees,treedescription,No,,,,,
cqm_measure_trees,recommendations,No,,,,,
cqm_measure_trees,tags,No,,,,,
cqm_measure_trees,userid,No,,,,,
cqm_measure_trees,datemodified,Yes,STATIC_OFFSET,,,,
cqm_measure_trees,deleteflag,No,,,,,
cqm_measures,measureId,No,,,,,
cqm_measures,selected,No,,,,,
cqm_measures,thresholdHigh,No,,,,,
cqm_measures,thresholdLow,No,,,,,
cqm_measures,measureConfigId,No,,,,,
cqm_measures,alertEnabled,No,,,,,
cqm_measures,ordersetEncId,No,,,,,
cqm_measures,viewOnRightChart,No,,,,,
cqm_measures,osSelectionType,No,,,,,
cqm_pcfmeasureconfig,ConfigId,No,,,,,
cqm_pcfmeasureconfig,Measure_Id,No,,,,,
cqm_pcfmeasureconfig,Year,No,,,,,
cqm_pcfmeasureconfig,eCQM,No,,,,,
cqm_pcfmeasureconfig,MeasureVersion,No,,,,,
cqm_pcfmeasureconfig,IPP_Desc,No,,,,,
cqm_pcfmeasureconfig,Num_Desc,No,,,,,
cqm_pcfmeasureconfig,Den_Desc,No,,,,,
cqm_pcfmeasureconfig,Excl_Desc,No,,,,,
cqm_pcfmeasureconfig,Excp_Desc,No,,,,,
cqm_pcfmeasureconfig,Inactive_Flg,No,,,,,
cqm_pcfmeasureconfig,Publish_Flg,No,,,,,
cqm_pcfmeasureconfig,inverse,No,,,,,
