table_name,source_rows_count,dest_rows_count,qc_status,ignore_rows_count,reason,is_phi
icd10toicd9mappingcache,2131,2131,True,0,,False
family,1826099,1826083,False,16,"QC Failed on columns: Notes, Notes",True
labparameterdetails,849,849,True,0,,False
prisma_encounters,319760,319760,False,0,"QC Failed on columns: subTitle, subTitle, reasonForAppt, reasonForAppt",True
enc_psacproviders,2,2,True,0,,True
familyhxdetails,1307819,1307819,True,0,,True
derm_structkeywords,6,6,True,0,,True
ihe_document,94257,94257,False,0,"QC Failed on columns: DocumentName, DocumentName, source, source, filename, filename",True
ordersetappts,1325,1325,True,0,,True
prisma_labresult_details,184821,0,True,184821,,True
ordersetnotes,12,12,True,0,,True
globalalertdetails,6341,6341,False,0,"QC Failed on columns: Notes, Notes",True
therapyassessment,10,10,True,0,,True
prisma_immunization_details,84133,0,True,84133,,True
maq_measure_provider_referal,2,2,True,0,,False
case_management,626,626,False,0,"QC Failed on columns: CaseName, CaseName",True
notes,903012,903008,False,4,"QC Failed on columns: notes, notes, notesHTML, notesHTML",True
cdss_codes,236,236,False,0,"QC Failed on columns: description, description",True
treatmentnotes,304731,304725,False,6,"QC Failed on columns: Notes, Notes, NotesHTML, NotesHTML",True
structdataoptions,23354,23354,False,0,"QC Failed on columns: name, name",True
physicalexam,16677,16676,False,1,"QC Failed on columns: value, value, value2, value2",True
prisma_kpi_info,13,13,True,0,,True
pgm_kpi_visual,33,33,True,0,,True
measure_patientdata_410,3947,3947,True,0,,True
ehi_map,1085,1085,True,0,,False
ecw_standardlist,54,54,True,0,,False
copyencountermapping,12995,12995,True,0,,True
splprgcodes,7,7,True,0,,False
clinitekstrips,10,10,True,0,,False
cqm_lookup,154103,154103,False,0,"QC Failed on columns: Notes, Notes",True
electronichl7content_status,16,16,True,0,,False
inventory_product,2,0,False,0,data discrepancy present. ,False
oldrxdetail,38099219,38099219,True,0,,False
questcpticd,78069,78069,True,0,,False
ecwloguri,43,43,True,0,,False
enc_utctimes,58654,58654,True,0,,True
hl7labdatadetail,1405572,1405572,False,0,"QC Failed on columns: value, value",True
mcaid_va_fqhc_proccode,47,47,True,0,,False
pnsections,36,36,True,0,,False
labinstructions,10,10,False,0,"QC Failed on columns: Notes, Notes",True
fparlabsmapping,5,5,True,0,,False
rx_medication_alert_users,172,172,True,0,,True
pldualdiagnosis,189,189,True,0,,True
properties,16479,16479,False,0,,True
ecwstructitems,1783,1783,True,0,,False
raceothers,146894,146892,True,2,,True
therapeutic,8,8,True,0,,True
rwvisittypeconfig,10,10,True,0,,False
abncodes,4463,4463,True,0,,False
cptcodes,8262,8262,True,0,,False
icd9_synonyms,34471,34471,True,0,,False
measureparadefinitions,43,43,True,0,,False
billablelab,46,46,True,0,,False
registry_reports,22,22,False,0,"QC Failed on columns: ReportName, ReportName",True
procedurespl,3265,3262,False,3,"QC Failed on columns: value, value",True
bodysites,25825,25825,True,0,,False
questcodes,4072,4072,True,0,,False
ordersetdi,1183,1183,True,0,,False
zipcodes,2931,2931,False,0,,True
ecwproceduremapper,152,152,True,0,,False
reviewdetail,11301,11301,True,0,,False
prisma_procedure_details,274128,274128,True,0,,False
msgsyncrefattachftp,2129,2129,False,0,,True
rx_medication_alert,86791,86791,True,0,,True
labcommunityitems,4973,4973,True,0,,False
ruleblockvisittypes,8,8,True,0,,False
celldynrangevalues,24,24,True,0,,False
soapheadings,50,50,True,0,,False
ordersettemplates,375,375,True,0,,False
visitstscodes,22,22,True,0,,True
ub92_conditioncodes,105,105,True,0,,False
speciality_forms,88562,88559,False,3,"QC Failed on columns: form_data, form_data",True
addressmanager,6230,6230,True,0,,True
cdss_lab_propids,605,605,True,0,,False
structexam,148,148,True,0,,True
edi_ambulance_contractcodes,10,10,True,0,,False
structhpi,329,326,True,3,,True
measureparaconfig,235,235,True,0,,False
edi_conditioncodetypes,7,7,True,0,,False
edi_practicetypes,8,8,True,0,,False
structsocialhistory,481428,481428,False,0,"QC Failed on columns: value, value",True
surescript_reqotherinfo,81548,81548,False,0,"QC Failed on columns: changeReasonText, changeReasonText",True
alertdata,18751,18751,True,0,,True
ordersetlab,3416,3416,True,0,,False
ntenppaclaimspeciality,124,124,True,0,,False
keywords,5738,5738,True,0,,False
report_writer_form_type,14,14,True,0,,False
dentalitems,636,636,True,0,,False
derm_diagrams,11,11,True,0,,False
mcmp_rxcode,16022,16022,True,0,,False
edi_dfr_cptdiagnosismap,4,4,True,0,,True
usazipcodes,80025,80025,True,0,,False
ia_measures,232,232,True,0,,False
dl_cube_kpis_op_encdata,84087,84087,False,0,,True
immunizationvismapping,58,58,False,0,QC Failed on columns: VISGivenDate,True
dl_cube_noshow_appointment_data,7111,7111,False,0,QC Failed on columns: encDate,True
dl_cube_kpis_op_medication,15873,15873,True,0,,True
script_common_denorm,14423,14423,True,0,,False
icd10gem,81593,81593,True,0,,False
oldrxmain_mu_exclude,53,53,True,0,,True
dl_cube_kpis_op_referraldata,1739,1739,True,0,,True
labcategories,38,38,True,0,,False
flowsheetitems,411,411,True,0,,False
mds_icdmappings,319,319,True,0,,False
measuretemp,183,183,True,0,,True
blbs_partcipatinglab,118,118,True,0,,False
users_additionalinfo,100535,100535,False,0,,True
emcoder_roc_icd,24,24,True,0,,False
p_dsi_source_attribute_details,825,825,True,0,,False
ecwstructquestion_loincmapping,34,34,True,0,,False
labsplitorders,4072,4072,True,0,,False
laceration_length_range,11,11,True,0,,False
rwcptcodemapping,20,20,True,0,,False
edi_cptcodes,31062,31062,False,0,,True
icd9gem,24860,24860,True,0,,False
sunohrx_uom_mapping,546,546,True,0,,False
tblobconfigsubmenu,19,19,True,0,,False
physicalexamconfiguration,211,211,True,0,,False
lablist,94,94,True,0,,False
oa_enc_fu,204718,204718,True,0,,True
medhistoryicdmap,3,3,True,0,,False
ordersetlinkeddiagnoses,363,363,True,0,,False
immunizationstatus,8,8,True,0,,False
vt_spi_dest_facilities,282,282,False,0,,True
edi_ndc_uom,5,5,True,0,,False
todo_action,16,16,True,0,,False
hcpcs,4006,4006,True,0,,False
prisma_allergy_reaction,32832,32832,True,0,,False
physicalexamdetail,8182,8182,True,0,,False
familyicd_per_user,6,6,True,0,,False
ordersetrx,2590,2590,True,0,,False
vision_lens_cpt,217,217,True,0,,False
emcoderdmo,70873,70872,True,1,,True
